Assessment Name,URL,Remote Testing Support,Adaptive/IRT Support,Test Type,Description,Job Levels,Languages,Assessment Length,Download Link
Industrial - Semi-skilled 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,Yes,No,B,"Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe performance for production workers. The solution assesses behaviors and competencies foundational to industrial roles including: following policies and procedures; applying relevant trade skills; wearing required protective equipment; working with or monitoring equipment; producing high quality work; effectively working with others; and maintaining an orderly work environment. 
Potential job titles that use this solution include: Production and Assembly Worker, Construction Worker, Extraction Technician.Please note this package is in International norm.","Entry-Level,","French (Canada), Finnish, English International, French, Danish, Norwegian, Swedish,",Approximate Completion Time in minutes = 24,https://service.shl.com/docs/Industrial Semi Skilled 7.1 (International) JFA Interview Report UKE.pdf
Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,Yes,No,"A, B","Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in the workplace for specialized technical or professional industrial roles. 
This solution assesses mechanical comprehension and other foundational behaviors including: behaving safely and efficiently in the workplace; installing, repairing, and/or maintaining equipment and machinery; making sound mechanical decisions; maintaining an orderly work environment; and producing high quality and reliable work.“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".","Entry-Level,","Portuguese (Brazil), English (USA), French (Canada),",Approximate Completion Time in minutes = 49,https://service.shl.com/docs/Industrial-ProfessionalandSkilled7.1_Americas_CandidateReport_CFR.pdf
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Yes,No,"A, B","Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in the workplace for specialized technical or professional industrial roles. 
This solution assesses mechanical comprehension and other foundational behaviors including: behaving safely and efficiently in the workplace; installing, repairing, and/or maintaining equipment and machinery; making sound mechanical decisions; maintaining an orderly work environment; and producing high quality and reliable work.“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".","Entry-Level,","Portuguese (Brazil), Swedish, English International, Dutch, Italian, French, English (USA), French (Canada), Norwegian, German,",Approximate Completion Time in minutes = 49,https://service.shl.com/docs/Industrial-ProfessionalandSkilled7.1_International_CandidateReport_INT.pdf
Installation and Repair Technician Solution,https://www.shl.com/solutions/products/product-catalog/view/installation-and-repair-technician-solution/,Yes,Yes,"A, B, P, S","The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The solution is focused on positions that involve installing, repairing, and maintaining telecommunications equipment, along with some customer interaction, and little to no specific sales components. Sample tasks may include: installing or repairing end-user telecommunications equipment and services, interacting with customers, and installing, or repairing telecommunications network infrastructure. Potential job titles that use this solution are: Installer, Service Technician, and Customer Installation Technician. There are multiple configurations of this solution available.","Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 49,https://service.shl.com/docs/Fact Sheet Telecommunications Suite Installation and Repair Technician One Sitting_USE.pdf
Insurance Account Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-account-manager-solution/,Yes,Yes,"A, B, P, S","The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts.  Sample tasks for this job include, but are not limited to: soliciting sales of new or additional products or services; interacting with customers to provide information in response to inquiries about products and services and to handle and resolve complaints; keeping records of customer interactions and transactions; resolving customers' service or billing complaints; determining charges for services requested; collecting deposits or payments; and arranging for billing.  Potential job titles that use this solution are: Account Executive, Account Manager, and Senior Account Manager.  Multiple configurations of this solution are available.","Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 48,https://service.shl.com/docs/Fact Sheet_ Insurance Account Manager One Sitting_USE.pdf
Insurance Administrative Assistant Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-administrative-assistant-solution/,Yes,Yes,"A, B, P, S","The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for this job include, but are not limited to: answering telephones; managing files and records; sorting mail; handling information requests; greeting customers; and collaborating with co-workers on projects. Potential job titles that use this solution are: Receptionist and Administrative Assistant. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 24,https://service.shl.com/docs/Fact Sheet_ Insurance Administrative Assistant One Sitting_USE.pdf
Insurance Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-agent-solution/,Yes,Yes,"A, B, P","The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of insurance. Sample tasks for this position include, but are not limited to: calling on policyholders to deliver and explain policies or suggest additions or changes; calculating premiums; customizing insurance programs to suit individual customers; ensuring policy requirements are fulfilled; and conferring with clients to obtain and provide information when claims are made on a policy. Potential job titles that use this solution are: Insurance Sales Professional; Insurance Sales Agent; Producer; Insurance Agent. Multiple configurations of this solution are available.","Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 46,https://service.shl.com/docs/Fact Sheet_ Insurance Agent One Sitting_USE.pdf
Insurance Director Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-director-solution/,Yes,Yes,"A, B, P","The Insurance Director solution is for senior-level management positions in the insurance companies that oversee sales functions across multiple brokerages, offices, or agencies or geographic territories. Sample tasks for this job includes, but is not limited to: directing a group of sales managers or agency managers; having profit and loss responsibility for a district or region; and aligning work with overall company goals. Potential job titles that use this solution are: Regional Managers, Associate Directors, and Managing Directors. Multiple configurations of this solution are available.","Director, Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 49,https://service.shl.com/docs/Fact Sheet_ Insurance Director One Sitting_USE.pdf
Insurance Sales Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-sales-manager-solution/,Yes,Yes,"A, B, P, S","The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a substantial portion of their job performance based on sales. Sample tasks for this job include, but are not limited to: planning and preparing work schedules; promoting products to customers; training subordinates; analyzing sales statistics gathered by staff to determine sales potential and monitor preferences of customers; building ongoing customer relationships; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Insurance Sales Manager, Sales Manager, Assistant Sales Manager, and Sales Supervisor. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 51,https://service.shl.com/docs/Fact Sheet_ Insurance Sales Manager One Sitting_USE.pdf
Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/manager-short-form/,Yes,Yes,"A, B, K, P, S","The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for these jobs include, but are not limited to: planning projects with subordinates; collaborating with senior managers on developing new methods and procedures; coaching employees on performance-related issues; developing employees' skills; coordinating activities with other managers to accomplish organizational goals; setting and meeting department goals; prioritizing multiple tasks and priorities; making selected strategic and day-to-day decisions; and solving employees' and customers' problems. Potential job titles that use this solution are: Manager, Store Manager, and Branch Manager.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 57,https://service.shl.com/docs/Fact Sheet Manager One Sitting_USE.pdf
Manager + 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/manager-7-0-solution-3955/,Yes,Yes,"A, B, C","Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: planning projects with subordinates; collaborating with senior managers on developing new methods and procedures; coaching employees on performance-related issues; developing employees ' skills; coordinating activities with other managers to accomplish organizational goals; setting and meeting department goals; prioritizing multiple tasks and priorities; making selected strategic and day-to-day decisions; and solving employees' and customers' problems.
Report Language Availability: English (USA).","Front Line Manager, Manager,","English (USA), English International,",Approximate Completion Time in minutes = 53,https://service.shl.com/docs/Manager_plus_7.0 Detailed Report (1).pdf
Nursing Assistant Solution,https://www.shl.com/solutions/products/product-catalog/view/nursing-assistant-solution/,Yes,No,"A, B, P","The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to: turning and re-positioning bedridden patients, feeding patients who cannot feed themselves, and observing patients' conditions, including measuring and recording food intake.  Potential job titles that use this solution are: Certified Nursing Assistant, Nursing Aide, Patient Care Technician, and Hospital Attendant.  Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 41,https://service.shl.com/docs/Fact Sheet Nursing Assistant One Sitting_USE.pdf
Personal Banker - Short Form,https://www.shl.com/solutions/products/product-catalog/view/personal-banker-short-form/,Yes,No,"A, B, K, P, S","The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not limited to: acquiring, retaining and expanding new and existing customer relationships, discovering customer needs, making the best recommendation, completing sales, proactively contacting & meeting customers, and asking for referrals.","Entry-Level, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 30,https://service.shl.com/docs/Fact Sheet Personal Banker Loan Officer One Sitting_USE.pdf
Phone Banker - Short Form,https://www.shl.com/solutions/products/product-catalog/view/phone-banker-short-form/,Yes,No,"A, B, P","This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential, dependability, persistence and planfulness, sales focus, customer focus, and working with information.","Entry-Level, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 40,https://service.shl.com/docs/Fact Sheet Phone Banker One Sitting_USE.pdf
Prep/Line Cook Solution,https://www.shl.com/solutions/products/product-catalog/view/prepline-cook-solution/,Yes,Yes,"A, B, P","The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final food items for consumption. The solution is focused on work ethic and performing quality work with no direct customer contact or sales requirements. Potential job titles that use this solution are: Cook, Line Cook, Food Preparer, Prep Cook and Chef. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 24,https://service.shl.com/docs/Fact Sheet Hospitality Suite Prep Line Cook One Sitting_USE.pdf
Professional + 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/,Yes,Yes,"A, B, C","Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.
Report Language Availability: English (USA).","Mid-Professional, Professional Individual Contributor,","English International, English (USA),",Approximate Completion Time in minutes = 51,https://service.shl.com/docs/Professional_plus_7.0 Detailed Report (1).pdf
Professional + 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/professional-7-1-%28americas%29/,Yes,Yes,"B, C, P","Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.","General Population, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",Approximate Completion Time in minutes = 56,
Professional + 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/professional-7-1-solution/,Yes,Yes,"B, C, P","Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.","General Population, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Dutch, Chinese Simplified, French, English International, Swedish, Italian, Norwegian, Danish, English (USA), French (Canada), Portuguese (Brazil), Spanish, German, Portuguese, Finnish,",Approximate Completion Time in minutes = 56,https://service.shl.com/docs/Candidate report English International.pdf
Professional 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution/,Yes,No,"B, C","Our Professional 7.0 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.
Report Language Availability: English (USA), Latin American Spanish.","Mid-Professional, Professional Individual Contributor,","English (USA), English International, French (Canada), Latin American Spanish,",Approximate Completion Time in minutes = 33,https://service.shl.com/docs/Professional Candidate Detailed Report NAS.pdf
Professional 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/professional-7-1-solution-4247/,Yes,No,"C, B","Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.","Professional Individual Contributor, Mid-Professional,","English International, Swedish, Italian, Finnish, Dutch, French, English (USA), German, Portuguese (Brazil), Latin American Spanish, French (Canada), Danish, Norwegian,",Approximate Completion Time in minutes = 33,https://service.shl.com/docs/Professional7.1_CandidateReport_English(International).pdf
Professional 8.0 JFA,https://www.shl.com/solutions/products/product-catalog/view/professional-8-0-jfa/,Yes,No,"B, K, P",The Professional 8.0 Job-Focused Assessment is designed for all non-managerial professional/individual contributor positions. It measures behaviors that underlie successful performance in a professional/individual contributor setting across a wide range of industries.,"Professional Individual Contributor,","English International, English (USA),",Approximate Completion Time in minutes = 16,https://service.shl.com/docs/Professional8.0_InterviewReport_UKE.pdf
Professional/Individual Contributor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/professionalindividual-contributor-short-form/,Yes,Yes,"A, B, P, S","The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited to: meeting with clients to determine their needs, analyzing data sets, and working with co-workers to complete projects. Potential job titles that use this solution are: Engineer, Human Resource Consultant, and IT Analyst.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 44,https://service.shl.com/docs/Fact Sheet Professional Individual Contributor One Sitting_USE.pdf
Project Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/project-manager-short-form/,Yes,Yes,"A, B, P, S","The Project Manager solution is designed for positions that lead medium to large scale projects with multiple team members involved. Sample tasks for this job include, but are not limited to: guiding, supervising, and influencing project team members, scoping project resource requirements, and managing project timelines, scope and budgets. Potential job titles that ues this solution are: Project Manager, Implementation Manager, Construction Project Manager and IT Project Manager.","Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 49,https://service.shl.com/docs/Sample_Candidate_SampleC2@shluk.com_DetailedReport_11246452.pdf
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/solutions/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Yes,No,S,"The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of deposits, reconciling accounts, and handling money transfers.  Potential job titles include:  Proof Operator, Bank Operations Processor, and Operations Specialist.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 30,https://service.shl.com/docs/Fact Sheet Proof Operator Processing Specialist One Sitting_USE.pdf
Reservation Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/reservation-agent-solution/,Yes,Yes,"A, P, S, B","The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling reservations; looking up information and entering information into a computer; providing information on the hotel and the services offered. Potential titles that use this solution are: Reservation Agent, Customer Service Representative and Reservationist. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 43,https://service.shl.com/docs/Fact Sheet Hospitality Suite Reservation Agent One Sitting_USE.pdf
Restaurant Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/restaurant-manager-solution/,Yes,Yes,"A, B, P, S","The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies, accounting, setting policies and procedures, and managing staff. The solution is focused on managing staff, solving problems, making good decisions and maintaining focus on the customer. Potential job titles that use this solution are: Restaurant Manager and General Manager. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 48,https://service.shl.com/docs/Fact Sheet Hospitality Suite Restaurant Manager One Sitting_USE.pdf
Restaurant Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/restaurant-supervisor-solution/,Yes,Yes,"A, B, P","The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource, setting schedules and monitoring daily operations. The solution is focused on solving problems, making good decisions and maintaining focus on the customer. Potential job titles that use this solution are: Restaurant Supervisor and Restaurant Staff Supervisor. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 53,https://service.shl.com/docs/Fact Sheet Hospitality Suite Restaurant Supervisor One Sitting_USE.pdf
Retail Consultant Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-consultant-solution/,Yes,Yes,"A, B, P","The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue.  Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.  Potential job titles that use this solution are: Sales Consultant, Sales Representative, and Retail Sales Associate. There are multiple configurations and versions of this solution available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 45,https://service.shl.com/docs/Fact Sheet Retail Consultant One Sitting _USE.pdf
Retail Manager w/ Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,Yes,Yes,"A, B, P","The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees but also have a significant portion of their job performance based on sales and customer service. Sample tasks for these jobs include, but are not limited to:  planning and preparing work schedules, assigning employees to specific duties; promoting products to customers; training subordinates; building ongoing customer relationships; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Assistant Manager, Sales Supervisor, Retail Manager, and Floor Leader. There are multiple configurations and versions of this solution available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 43,https://service.shl.com/docs/Fact Sheet Retail Manager with Sales One Sitting _USE.pdf
Retail Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-associate-solution/,Yes,Yes,"A, B, P","The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue.  Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.  Potential job titles that use this solution are: Sales Representative, Retail Sales Associate, and Sales Clerk. There are multiple configurations and versions of this solution available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 29,https://service.shl.com/docs/Fact Sheet Retail Sales Associate One Sitting _USE.pdf
Sales Director Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-director-solution/,Yes,Yes,"A, B, P","The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic territories.  Sample tasks for these jobs include, but are not limited to: directing a group of sales supervisors or sales managers, having profit and loss responsibility for a district or region, and aligning work with overall company goals.  Potential job titles that use this solution are: Regional Sales Director, District Sales Manager, and Sales Director.  Multiple configurations of this solution are available.","Director, Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 59,https://service.shl.com/docs/Fact Sheet Sales Director One Sitting _USE.pdf
Sales Engineer Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-engineer-solution/,Yes,Yes,"A, B, K, P, S","The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is focused on positions that involve the design of telecommunications networks for specific customer applications, and places an emphasis on reasoning ability and sales ability. Sample tasks may include: designing network solutions to meet customer needs, communicating technical information to all levels of clients participating in the sales process, assisting or owning the sales process, and ensuring proper implementation of contracted equipment and services. Potential job titles that use this solution are: Sales Engineer, Senior Technical Consultant, and Technical Sales Lead. There are multiple configurations of this solution available.","Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 61,https://service.shl.com/docs/Fact Sheet Telecommunications Suite Sales Engineer One Sitting_USE.pdf
Sales Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-manager-solution/,Yes,Yes,"A, B, P","The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a significant portion of their job performance based on sales. Sample tasks for these jobs include, but are not limited to: planning and preparing sales plans, promoting products to customers, training subordinates, building ongoing customer
relationships, and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Sales Manager and Manager of Direct Sales.","Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 63,https://service.shl.com/docs/Fact Sheet Sales Manager.pdf
Sales Professional 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-7-0-solution/,Yes,No,"C, B","Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.
Report Language Availability: English (USA).","Mid-Professional, Professional Individual Contributor,","English International, English (USA), French (Canada), Latin American Spanish,",Approximate Completion Time in minutes = 21,https://service.shl.com/docs/Sales Professional 7.0 Detailed Report.pdf
Sales Professional 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/sales-professional-7-1-%28americas%29/,Yes,No,"B, C","Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.","Professional Individual Contributor, Mid-Professional,","English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),",Approximate Completion Time in minutes = 21,
Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-solution/,Yes,Yes,"A, B, P","The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.
Potential job titles that use this solution are: Sales Consultant, Sales Representative, and Account Representative. Multiple configurations of this solution are available.","Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 47,https://service.shl.com/docs/Fact Sheet Sales Professional One Sitting _USE.pdf
Sales Representative Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,Yes,Yes,"A, B, P","The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Potential job titles that use this solution are: Sales
Representative, Sales Associate, and Sales Clerk. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 29,https://service.shl.com/docs/Fact Sheet Sales Representative One Sitting _USE.pdf
Sales Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-supervisor-solution/,Yes,Yes,"A, B, P","The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees and have a significant portion of their job performance based on sales. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, promoting products to customers; training subordinates; building ongoing customer relationships;
and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Assistant Sales Manager and Sales Supervisor. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 38,https://service.shl.com/docs/Fact Sheet Sales Supervisor One Sitting _USE.pdf
Sales Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-support-specialist-solution/,Yes,Yes,"A, B, P","The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account manager or operations manager in support of client accounts. Sample tasks for these jobs include, but are not limited to: implementing customer orders, assisting with and coordinating activities, and utilizing processes to meet customer requirements. Potential job titles that use
this solution are: Implementation Specialist, Project Assistant, and Sales Support Assistant. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 43,https://service.shl.com/docs/Fact Sheet Sales Support Specialist One Sitting _USE.pdf
Senior Insurance Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/,Yes,No,"A, B, P","The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including property, casualty, automotive, health, and life. Sample tasks for this position include, but are not limited to: calling on policyholders to deliver and explain policies or suggest additions or changes; calculating premiums; customizing insurance programs to suit individual customers; ensuring policy requirements are fulfilled; and conferring with clients to obtain and provide information when claims are made on a policy. Potential job titles that use this solution are: Insurance Senior Sales Professional, Senior Producer, Insurance Sales Agent, and Insurance Agent. Multiple configurations of this solution are available.","Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 44,https://service.shl.com/docs/Fact Sheet_ Senior Insurance Agent One Sitting_USE.pdf
Senior Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-sales-professional-solution/,Yes,Yes,"A, B, P","The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with new or existing customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, consulting with and persuading customers to buy products, and building
ongoing customer relationships. Potential job titles that use this solution are: Senior Sales Representative, Business Development Manager, and Senior Sales Consultant. Multiple configurations of this solution are available.","Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 42,https://service.shl.com/docs/Fact Sheet Senior Sales Professional One Sitting _USE.pdf
Server Solution,https://www.shl.com/solutions/products/product-catalog/view/server-solution/,Yes,Yes,"B, A, P","The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink orders and delivering food items to guests. The solution is focused on work ethic, customer focus and sales. Potential job titles that use this solution are: Server and Waiter/Waitress. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 40,https://service.shl.com/docs/Fact Sheet Hospitality Suite Server One Sitting_USE.pdf
Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/service-associate-solution/,Yes,Yes,"A, B, P","The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a wide variety of support positions in the hospitality industry and sample tasks may include: cleaning hotel rooms, serving food at buffet lines, parking cars, and/or delivering food to hotel rooms. Potential job titles that use this solution are: Housekeeper, Buffet Server, Room Service Attendant, and Valet. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 38,https://service.shl.com/docs/Fact Sheet Hospitality Suite Service Associate One Sitting_USE.pdf
Service Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/service-supervisor-solution/,Yes,Yes,"A, B, P","The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in customer facing positions (e.g. Front Desk Associate, Concierge, Guest Service Associate). Individuals in these roles perform many of hte duties of the employees they supervise. Sample tasks may include: assisting challenging guests, coaching employees on their customer service skills, taking corrective action when an employee is performing poorly, and monitoring employees to assess the satisfactory completion of tasks. Potential job titles that use this solution are: Front Desk Manager, Guest Services Supervisor, and Front Desk Supervisor. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 48,https://service.shl.com/docs/Fact Sheet Hospitality Suite Service Supervisor One Sitting_USE.pdf
